module	Gene	Cluster	MappedGroup
GBM4_1	HAMP	2	GBM_IDH_MUT
GBM4_1	FZD5	2	GBM_IDH_MUT
GBM4_1	BATF3	2	GBM_IDH_MUT
GBM4_1	S100A3	2	GBM_IDH_MUT
GBM4_1	CXCL2	2	GBM_IDH_MUT
GBM4_1	CIITA	2	GBM_IDH_MUT
GBM4_1	VWA5A	2	GBM_IDH_MUT
GBM4_1	GBP1	2	GBM_IDH_MUT
GBM4_1	PI16	2	GBM_IDH_MUT
GBM4_1	ICAM1	2	GBM_IDH_MUT
GBM4_1	FCGR1B	2	GBM_IDH_MUT
GBM4_1	C2	2	GBM_IDH_MUT
GBM4_1	HLA-DOA	2	GBM_IDH_MUT
GBM4_1	FSTL3	2	GBM_IDH_MUT
GBM4_1	MAFF	2	GBM_IDH_MUT
GBM4_1	SLC6A6	2	GBM_IDH_MUT
GBM4_1	CYTH4	2	GBM_IDH_MUT
GBM4_2	LINC01198	1	GBM_IDH_MUT
GBM4_2	HSPA1A	1	GBM_IDH_MUT
GBM4_2	TROAP	1	GBM_IDH_MUT
GBM4_2	PLK4	1	GBM_IDH_MUT
GBM4_2	AC020930.1	1	GBM_IDH_MUT
GBM4_2	MKRN3	1	GBM_IDH_MUT
GBM4_2	MND1	1	GBM_IDH_MUT
GBM4_2	CHAF1B	1	GBM_IDH_MUT
GBM4_2	GSX1	1	GBM_IDH_MUT
GBM4_2	ESPL1	1	GBM_IDH_MUT
GBM4_2	DUSP4	1	GBM_IDH_MUT
GBM4_2	TAB3	1	GBM_IDH_MUT
GBM4_2	AC079630.1	1	GBM_IDH_MUT
GBM4_2	E2F2	1	GBM_IDH_MUT
GBM4_2	CENPL	1	GBM_IDH_MUT
GBM4_2	LINC02488	1	GBM_IDH_MUT
GBM4_2	PIF1	1	GBM_IDH_MUT
GBM4_2	SKA1	1	GBM_IDH_MUT
GBM4_2	TRAIP	1	GBM_IDH_MUT
GBM4_2	CDC25C	1	GBM_IDH_MUT
GBM4_2	WDR62	1	GBM_IDH_MUT
GBM4_2	KLRC4	1	GBM_IDH_MUT
GBM4_2	MMP24	1	GBM_IDH_MUT
GBM4_2	MYBL1	1	GBM_IDH_MUT
GBM4_2	CDCA2	1	GBM_IDH_MUT
GBM4_2	TAF1A	1	GBM_IDH_MUT
GBM4_2	ZGRF1	1	GBM_IDH_MUT
GBM4_2	CEP72	1	GBM_IDH_MUT
GBM4_2	ZNF41	1	GBM_IDH_MUT
GBM4_2	LINC01224	1	GBM_IDH_MUT
GBM4_2	E2F7	1	GBM_IDH_MUT
GBM4_4	LINC01597	1	GBM_IDH_MUT
GBM4_4	TLX1	1	GBM_IDH_MUT
GBM4_4	ISL2	1	GBM_IDH_MUT
GBM4_4	TACR1	1	GBM_IDH_MUT
GBM4_4	AC008543.1	1	GBM_IDH_MUT
GBM4_4	LINC02293	1	GBM_IDH_MUT
GBM4_4	HOXD4	1	GBM_IDH_MUT
GBM4_4	AC091978.1	1	GBM_IDH_MUT
GBM4_4	NEUROD4	1	GBM_IDH_MUT
GBM4_4	AC068643.1	1	GBM_IDH_MUT
GBM4_4	CCNE1	1	GBM_IDH_MUT
GBM4_4	TICRR	1	GBM_IDH_MUT
GBM4_4	HOXA13	1	GBM_IDH_MUT
GBM4_4	CYP2R1	1	GBM_IDH_MUT
GBM4_4	AC013391.3	1	GBM_IDH_MUT
GBM4_4	SOHLH2	1	GBM_IDH_MUT
GBM4_4	RTTN	1	GBM_IDH_MUT
GBM4_4	CAND2	1	GBM_IDH_MUT
GBM4_4	DMRT2	1	GBM_IDH_MUT
GBM4_4	CYP2E1	1	GBM_IDH_MUT
GBM4_4	TBX5	1	GBM_IDH_MUT
GBM4_4	CEP152	1	GBM_IDH_MUT
GBM4_4	AP002784.1	1	GBM_IDH_MUT
GBM4_4	MIR181A2HG	1	GBM_IDH_MUT
GBM4_4	AL139089.1	1	GBM_IDH_MUT
GBM4_4	AC093525.6	1	GBM_IDH_MUT
GBM4_4	LTB4R	1	GBM_IDH_MUT
GBM4_4	AC083880.1	1	GBM_IDH_MUT
GBM4_4	ARHGEF39	1	GBM_IDH_MUT
GBM4_4	AC007541.1	1	GBM_IDH_MUT
GBM4_4	GLRA3	1	GBM_IDH_MUT
GBM4_4	CNKSR1	1	GBM_IDH_MUT
GBM4_4	AL035461.2	1	GBM_IDH_MUT
GBM4_4	RAD54B	1	GBM_IDH_MUT
GBM4_4	VWCE	1	GBM_IDH_MUT
GBM4_4	ZNF610	1	GBM_IDH_MUT
GBM4_4	GRID2	1	GBM_IDH_MUT
GBM4_4	GDNF-AS1	1	GBM_IDH_MUT
GBM4_7	GJA4	2	GBM_IDH_MUT
GBM4_7	MFAP2	2	GBM_IDH_MUT
GBM4_7	ITGA1	2	GBM_IDH_MUT
GBM4_7	LRRC32	2	GBM_IDH_MUT
GBM4_7	TMEM204	2	GBM_IDH_MUT
GBM4_7	MYO1B	2	GBM_IDH_MUT
GBM4_7	PDGFD	2	GBM_IDH_MUT
GBM4_7	ADGRF5	2	GBM_IDH_MUT
GBM4_7	SEMA3F	2	GBM_IDH_MUT
GBM4_7	FLT1	2	GBM_IDH_MUT
GBM4_7	OLFML2A	2	GBM_IDH_MUT
GBM4_7	CD248	2	GBM_IDH_MUT
GBM4_7	ESAM	2	GBM_IDH_MUT
GBM4_7	ACE	2	GBM_IDH_MUT
GBM4_7	HTRA3	2	GBM_IDH_MUT
GBM4_7	CYYR1	2	GBM_IDH_MUT
GBM4_7	CLEC14A	2	GBM_IDH_MUT
GBM4_7	SLC38A11	2	GBM_IDH_MUT
GBM4_7	MYL9	2	GBM_IDH_MUT
GBM4_7	PEAR1	2	GBM_IDH_MUT
GBM4_7	FILIP1L	2	GBM_IDH_MUT
GBM4_7	PHLDA2	2	GBM_IDH_MUT
GBM4_7	PLVAP	2	GBM_IDH_MUT
GBM4_7	COL1A2	2	GBM_IDH_MUT
GBM4_7	ACTG2	2	GBM_IDH_MUT
GBM4_7	ITGA8	2	GBM_IDH_MUT
GBM4_7	SPON2	2	GBM_IDH_MUT
GBM4_7	COL6A2	2	GBM_IDH_MUT
GBM4_7	COL3A1	2	GBM_IDH_MUT
GBM4_7	LAMC3	2	GBM_IDH_MUT
GBM4_7	CDA	2	GBM_IDH_MUT
GBM4_7	LAMB1	2	GBM_IDH_MUT
GBM4_7	PDGFRB	2	GBM_IDH_MUT
GBM4_7	RGS5	2	GBM_IDH_MUT
GBM4_7	ESM1	2	GBM_IDH_MUT
GBM4_7	MPZL2	2	GBM_IDH_MUT
GBM4_7	HSPG2	2	GBM_IDH_MUT
GBM4_7	NOTCH3	2	GBM_IDH_MUT
GBM4_7	NOX4	2	GBM_IDH_MUT
GBM4_7	LUM	2	GBM_IDH_MUT
GBM4_7	ANGPT2	2	GBM_IDH_MUT
GBM4_7	COL1A1	2	GBM_IDH_MUT
GBM4_7	GPR4	2	GBM_IDH_MUT
GBM4_7	LXN	2	GBM_IDH_MUT
GBM4_7	NDUFA4L2	2	GBM_IDH_MUT
GBM4_7	COL18A1	2	GBM_IDH_MUT
GBM4_7	COL4A1	2	GBM_IDH_MUT
GBM4_7	MMP9	2	GBM_IDH_MUT
GBM4_7	IGHG1	2	GBM_IDH_MUT
GBM4_7	CST1	2	GBM_IDH_MUT
GBM4_9	CRYM	3	GBM_IDH_MUT
GBM4_9	SYNPR	3	GBM_IDH_MUT
GBM4_9	GABRG2	3	GBM_IDH_MUT
GBM4_9	DOC2A	3	GBM_IDH_MUT
GBM4_9	SLC26A4-AS1	3	GBM_IDH_MUT
GBM4_9	GABRB2	3	GBM_IDH_MUT
GBM4_9	VSTM2L	3	GBM_IDH_MUT
GBM4_9	NAP1L2	3	GBM_IDH_MUT
GBM4_9	VSTM2A	3	GBM_IDH_MUT
GBM4_9	KCNJ3	3	GBM_IDH_MUT
GBM4_9	RGS4	3	GBM_IDH_MUT
GBM4_9	CHGB	3	GBM_IDH_MUT
GBM4_9	TGFBR3L	3	GBM_IDH_MUT
GBM4_9	PRSS3	3	GBM_IDH_MUT
GBM4_9	PCSK2	3	GBM_IDH_MUT
GBM4_9	NGEF	3	GBM_IDH_MUT
GBM4_9	FRRS1L	3	GBM_IDH_MUT
GBM4_9	RAB3C	3	GBM_IDH_MUT
GBM4_9	TCEAL6	3	GBM_IDH_MUT
GBM4_9	MYT1L	3	GBM_IDH_MUT
GBM4_9	KCNC2	3	GBM_IDH_MUT
GBM4_9	PRKCG	3	GBM_IDH_MUT
GBM4_9	OGDHL	3	GBM_IDH_MUT
GBM4_9	HS6ST3	3	GBM_IDH_MUT
GBM4_9	MPPED1	3	GBM_IDH_MUT
GBM4_9	PTPN5	3	GBM_IDH_MUT
GBM4_9	GRM5	3	GBM_IDH_MUT
GBM4_9	C11orf87	3	GBM_IDH_MUT
GBM4_9	KCNJ4	3	GBM_IDH_MUT
GBM4_9	PDE1B	3	GBM_IDH_MUT
GBM4_9	PVALB	3	GBM_IDH_MUT
DMG3_0	PAGE2B	2	DMG
DMG3_0	F12	2	DMG
DMG3_0	SOCS2	2	DMG
DMG3_0	OLFML2B	2	DMG
DMG3_0	DACT2	2	DMG
DMG3_0	AL392172.1	2	DMG
DMG3_0	GMIP	2	DMG
DMG3_0	BTBD11	2	DMG
DMG3_0	MND1	2	DMG
DMG3_0	SMOC2	2	DMG
DMG3_0	SEPSECS-AS1	2	DMG
DMG3_0	TIMM8A	2	DMG
DMG3_0	ZNF845	2	DMG
DMG3_0	PDE7A	2	DMG
DMG3_0	PLA2G2A	2	DMG
DMG3_0	ASAP3	2	DMG
DMG3_0	KLHL17	2	DMG
DMG3_0	INSYN2A	2	DMG
DMG3_0	KIAA0319	2	DMG
DMG3_0	PARPBP	2	DMG
DMG3_0	AC239800.2	2	DMG
DMG3_0	AC016588.2	2	DMG
DMG3_0	PCCA	2	DMG
DMG3_0	MYO5B	2	DMG
DMG3_0	TADA2A	2	DMG
DMG3_0	RASD1	2	DMG
DMG3_0	SGPP1	2	DMG
DMG3_0	SKA3	2	DMG
DMG3_0	HDC	2	DMG
DMG3_0	PLEKHF2	2	DMG
DMG3_0	S100A8	2	DMG
DMG3_0	POLA2	2	DMG
DMG3_0	AQP5	2	DMG
DMG3_0	CCDC117	2	DMG
DMG3_0	TENT4B	2	DMG
DMG3_0	DEPDC1	2	DMG
DMG3_0	ZKSCAN7	2	DMG
DMG3_0	ZNF367	2	DMG
DMG3_0	TSTD3	2	DMG
DMG3_0	RIC1	2	DMG
DMG3_0	CIITA	2	DMG
DMG3_0	RAD51AP1	2	DMG
DMG3_0	C7orf61	2	DMG
DMG3_0	RSAD2	2	DMG
DMG3_0	PEX12	2	DMG
DMG3_0	CRABP1	2	DMG
DMG3_0	TRIM22	2	DMG
DMG3_0	CDC25A	2	DMG
DMG3_0	SLC25A14	2	DMG
DMG3_0	TTC7A	2	DMG
DMG3_1	CSN1S1	1	DMG
DMG3_1	GPR37L1	1	DMG
DMG3_1	BRINP1	1	DMG
DMG3_1	NR0B1	1	DMG
DMG3_1	OMG	1	DMG
DMG3_1	GAL3ST1	1	DMG
DMG3_1	NEU4	1	DMG
DMG3_1	TAFA1	1	DMG
DMG3_1	LOR	1	DMG
DMG3_1	NSG2	1	DMG
DMG3_1	C4orf19	1	DMG
DMG3_1	RPH3A	1	DMG
DMG3_1	FA2H	1	DMG
DMG3_1	LINC01102	1	DMG
DMG3_1	LINC02260	1	DMG
DMG3_1	FCRLA	1	DMG
DMG3_1	TMEM229B	1	DMG
DMG3_1	SLC4A10	1	DMG
DMG3_1	ENPP6	1	DMG
DMG3_1	MMD2	1	DMG
DMG3_1	PTCD2	1	DMG
DMG3_1	BCL11B	1	DMG
DMG3_1	TGFA	1	DMG
DMG3_1	LIMS2	1	DMG
DMG3_1	GPR22	1	DMG
DMG3_1	VWC2	1	DMG
DMG3_1	MAL2	1	DMG
DMG3_1	DISP3	1	DMG
DMG3_1	GPC6	1	DMG
DMG3_1	CDC25C	1	DMG
DMG3_1	PDE2A	1	DMG
DMG3_1	ZNF365	1	DMG
DMG3_1	C17orf100	1	DMG
DMG3_1	TEDC2	1	DMG
DMG3_1	KCNMB2	1	DMG
DMG3_1	DRD2	1	DMG
DMG3_1	CPM	1	DMG
DMG3_1	LIX1	1	DMG
DMG3_1	FLRT1	1	DMG
DMG3_1	NTNG1	1	DMG
DMG3_1	E2F2	1	DMG
DMG3_1	LINC00943	1	DMG
DMG3_1	GRM5	1	DMG
DMG3_1	LRRC73	1	DMG
DMG3_1	SERTAD4-AS1	1	DMG
DMG3_1	FZD9	1	DMG
DMG3_1	LINC01234	1	DMG
DMG3_1	C1orf74	1	DMG
DMG3_2	CXCL8	2	DMG
DMG3_2	SPP1	2	DMG
DMG3_2	LGALS3	2	DMG
DMG3_2	GPNMB	2	DMG
DMG3_2	HSPA6	2	DMG
DMG3_2	RGS1	2	DMG
DMG3_2	BCL2A1	2	DMG
DMG3_2	GAL	2	DMG
DMG3_2	RAB42	2	DMG
DMG3_2	HSPA1B	2	DMG
DMG3_2	CA9	2	DMG
DMG3_2	VEGFA	2	DMG
DMG3_2	ATF3	2	DMG
DMG3_2	BHLHE40	2	DMG
DMG3_2	SLC2A3	2	DMG
DMG3_2	PLIN2	2	DMG
DMG3_2	DNAJB1	2	DMG
DMG3_2	SLAMF9	2	DMG
DMG3_2	SLC2A1	2	DMG
DMG3_2	PRKCB	2	DMG
DMG3_2	ADM	2	DMG
DMG3_2	C15orf48	2	DMG
DMG3_2	CCN3	2	DMG
DMG3_2	NDRG1	2	DMG
DMG3_2	HK2	2	DMG
DMG3_2	MSR1	2	DMG
DMG3_2	MAFF	2	DMG
DMG3_2	CD163	2	DMG
DMG3_2	SLC11A1	2	DMG
DMG3_2	CLEC5A	2	DMG
DMG3_2	S100A4	2	DMG
DMG3_2	EGLN3	2	DMG
DMG3_2	NCF2	2	DMG
DMG3_2	MCHR1	2	DMG
DMG3_2	SLCO4A1-AS1	2	DMG
DMG3_2	HSPA1A	2	DMG
DMG3_2	SLC6A6	2	DMG
DMG3_2	GEM	2	DMG
DMG3_2	LSP1	2	DMG
DMG3_2	SQOR	2	DMG
DMG3_2	IL1B	2	DMG
DMG3_2	MT1G	2	DMG
DMG3_2	CD300A	2	DMG
DMG3_2	HAMP	2	DMG
DMG3_2	EVI2A	2	DMG
DMG3_2	G0S2	2	DMG
DMG3_2	CA12	2	DMG
DMG3_2	MIR210HG	2	DMG
DMG3_4	DLL4	2	DMG
DMG3_4	TM4SF18	2	DMG
DMG3_4	FLT1	2	DMG
DMG3_4	PLVAP	2	DMG
DMG3_4	HAPLN1	2	DMG
DMG3_4	PDGFB	2	DMG
DMG3_4	MMRN2	2	DMG
DMG3_4	SEMA3F	2	DMG
DMG3_4	ITGA1	2	DMG
DMG3_4	ADGRF5	2	DMG
DMG3_4	KDR	2	DMG
DMG3_4	TBX2	2	DMG
DMG3_4	HEYL	2	DMG
DMG3_4	ROBO4	2	DMG
DMG3_4	CARMN	2	DMG
DMG3_4	TIE1	2	DMG
DMG3_4	ACE	2	DMG
DMG3_4	PCDH12	2	DMG
DMG3_4	MMP9	2	DMG
DMG3_4	FAM20A	2	DMG
DMG3_4	ESM1	2	DMG
DMG3_4	SLC7A11	2	DMG
DMG3_4	GJA4	2	DMG
DMG3_4	LRRC32	2	DMG
DMG3_4	MECOM	2	DMG
DMG3_4	CCN2	2	DMG
DMG3_4	BCL6B	2	DMG
DMG3_4	HSD11B2	2	DMG
DMG3_4	RASIP1	2	DMG
DMG3_4	BARHL1	2	DMG
DMG3_4	LRRC36	2	DMG
DMG3_4	PEAR1	2	DMG
DMG3_4	SEMA3G	2	DMG
DMG3_4	MMP25	2	DMG
DMG3_4	HMCN1	2	DMG
DMG3_4	EBF1	2	DMG
DMG3_4	MYCT1	2	DMG
DMG3_4	STRA6	2	DMG
DMG3_4	GPR4	2	DMG
DMG3_4	NOS3	2	DMG
DMG3_4	IL3RA	2	DMG
DMG3_4	PALMD	2	DMG
DMG3_4	ADAMTS18	2	DMG
DMG3_4	MMRN1	2	DMG
DMG3_4	PTPRB	2	DMG
DMG3_4	ARHGEF15	2	DMG
DMG3_4	FILIP1	2	DMG
DMG3_4	TNFAIP6	2	DMG
DMG3_4	ITGA8	2	DMG
DMG3_4	RERGL	2	DMG
DMG1_0	LINC00599	3	DMG
DMG1_0	PKD1	3	DMG
DMG1_0	TNFRSF25	3	DMG
DMG1_0	PDIA2	3	DMG
DMG1_0	PPFIA4	3	DMG
DMG1_0	SLC22A31	3	DMG
DMG1_0	SHISA8	3	DMG
DMG1_0	RAB26	3	DMG
DMG1_0	KIFC2	3	DMG
DMG1_0	ADAM11	3	DMG
DMG1_0	SRRM3	3	DMG
DMG1_0	CCDC88B	3	DMG
DMG1_0	PLA2G4B	3	DMG
DMG1_0	KCNT1	3	DMG
DMG1_0	RNF112	3	DMG
DMG1_0	KIAA0895L	3	DMG
DMG1_0	BRICD5	3	DMG
DMG1_0	SLC6A7	3	DMG
DMG1_0	FAM106A	3	DMG
DMG1_0	CLK4	3	DMG
DMG1_0	AC007614.1	3	DMG
DMG1_0	RHBDL1	3	DMG
DMG1_0	AP1G2	3	DMG
DMG1_0	PLCH2	3	DMG
DMG1_0	RAB37	3	DMG
DMG1_0	SYTL1	3	DMG
DMG1_0	COL13A1	3	DMG
DMG1_0	ZDHHC11	3	DMG
DMG1_0	ZP2	3	DMG
DMG1_0	AC022424.1	3	DMG
DMG1_0	ANKZF1	3	DMG
DMG1_0	PLK5	3	DMG
DMG1_0	NEIL1	3	DMG
DMG1_0	RASSF7	3	DMG
DMG1_0	SLC26A10	3	DMG
DMG1_0	CPNE6	3	DMG
DMG1_0	NOXA1	3	DMG
DMG1_0	MORN1	3	DMG
DMG1_0	FGF9	3	DMG
DMG1_0	FGF17	3	DMG
DMG1_0	ADCK5	3	DMG
DMG1_0	TMEM266	3	DMG
DMG1_0	FAM13A-AS1	3	DMG
DMG1_0	SEC31B	3	DMG
DMG1_0	STRC	3	DMG
DMG1_0	AL391845.2	3	DMG
DMG1_0	AC087623.3	3	DMG
DMG1_0	VWA5B2	3	DMG
DMG1_0	ABCA7	3	DMG
DMG1_0	BICDL1	3	DMG
DMG1_1	PVALB	3	DMG
DMG1_1	ALDOC	3	DMG
DMG1_1	PPP1R1B	3	DMG
DMG1_1	NDRG2	3	DMG
DMG1_1	PCP2	3	DMG
DMG1_1	CALB1	3	DMG
DMG1_1	SLC1A6	3	DMG
DMG1_1	PCP4	3	DMG
DMG1_1	ITPR1	3	DMG
DMG1_1	GRIA1	3	DMG
DMG1_1	ALDH1A1	3	DMG
DMG1_1	ATP2A3	3	DMG
DMG1_1	CA8	3	DMG
DMG1_1	PRKCG	3	DMG
DMG1_1	GNG13	3	DMG
DMG1_1	FXYD1	3	DMG
DMG1_1	VSTM2L	3	DMG
DMG1_1	BHLHE22	3	DMG
DMG1_1	DAO	3	DMG
DMG1_1	RGCC	3	DMG
DMG1_1	LINC02552	3	DMG
DMG1_1	MLC1	3	DMG
DMG1_1	NEFL	3	DMG
DMG1_1	GDF10	3	DMG
DMG1_1	LINC01532	3	DMG
DMG1_1	NEFH	3	DMG
DMG1_1	PPP1R17	3	DMG
DMG1_1	SNCG	3	DMG
DMG1_1	HSD11B1	3	DMG
DMG1_1	CLEC2L	3	DMG
DMG1_1	SPINK6	3	DMG
DMG1_1	HES5	3	DMG
DMG1_1	WFDC1	3	DMG
DMG1_1	ELOVL2	3	DMG
DMG1_1	SLC32A1	3	DMG
DMG1_1	ACBD7	3	DMG
DMG1_1	LGI4	3	DMG
DMG1_1	GAD2	3	DMG
DMG1_1	SCGN	3	DMG
DMG1_1	KCNJ16	3	DMG
DMG1_1	GABRG1	3	DMG
DMG1_1	PSD2	3	DMG
DMG1_1	FGFR3	3	DMG
DMG1_1	KCNE5	3	DMG
DMG1_1	MT-ND6	3	DMG
DMG1_1	CACNA1G	3	DMG
DMG1_1	SHISA6	3	DMG
DMG1_1	KIT	3	DMG
DMG1_1	CYP2J2	3	DMG
DMG1_1	HAPLN4	3	DMG
DMG1_2	PLP1	3	DMG
DMG1_2	PPP1R14A	3	DMG
DMG1_2	MAG	3	DMG
DMG1_2	MBP	3	DMG
DMG1_2	OPALIN	3	DMG
DMG1_2	MOBP	3	DMG
DMG1_2	ERMN	3	DMG
DMG1_2	MAL	3	DMG
DMG1_2	MOG	3	DMG
DMG1_2	CLDN11	3	DMG
DMG1_2	NKX6-2	3	DMG
DMG1_2	APLP1	3	DMG
DMG1_2	KLK6	3	DMG
DMG1_2	RNASE1	3	DMG
DMG1_2	HSPA2	3	DMG
DMG1_2	FA2H	3	DMG
DMG1_2	TMEM144	3	DMG
DMG1_2	CARNS1	3	DMG
DMG1_2	AL031056.1	3	DMG
DMG1_2	ENPP2	3	DMG
DMG1_2	GJB1	3	DMG
DMG1_2	EVI2A	3	DMG
DMG1_2	ADIRF	3	DMG
DMG1_2	GPR37	3	DMG
DMG1_2	TMEM125	3	DMG
DMG1_2	SLC31A2	3	DMG
DMG1_2	SEC14L5	3	DMG
DMG1_2	UGT8	3	DMG
DMG1_2	ANLN	3	DMG
DMG1_2	TMEM151A	3	DMG
DMG1_2	PRR18	3	DMG
DMG1_2	GJC2	3	DMG
DMG1_2	EFHD1	3	DMG
DMG1_2	RBP7	3	DMG
DMG1_2	MYRF	3	DMG
DMG1_2	FOLH1	3	DMG
DMG1_2	NINJ2	3	DMG
DMG1_2	PACRG-AS3	3	DMG
DMG1_2	CHADL	3	DMG
DMG1_2	NKAIN2	3	DMG
DMG1_2	AK5	3	DMG
DMG1_2	GPD1	3	DMG
DMG1_2	HHIP	3	DMG
DMG1_2	PEX5L	3	DMG
DMG1_2	CDC42EP2	3	DMG
DMG1_2	S1PR5	3	DMG
DMG1_2	DOCK5	3	DMG
DMG1_2	AC096564.1	3	DMG
DMG1_2	DYSF	3	DMG
DMG1_3	CHI3L1	2	DMG
DMG1_3	S100A8	2	DMG
DMG1_3	NNMT	2	DMG
DMG1_3	FCGBP	2	DMG
DMG1_3	MXRA5	2	DMG
DMG1_3	CYP1B1	2	DMG
DMG1_3	SLPI	2	DMG
DMG1_3	RDH10	2	DMG
DMG1_3	F13A1	2	DMG
DMG1_3	S100A9	2	DMG
DMG1_3	SULF1	2	DMG
DMG1_3	EGR2	2	DMG
DMG1_3	SOCS3	2	DMG
DMG1_3	COL22A1	2	DMG
DMG1_3	APOL1	2	DMG
DMG1_3	ARHGAP36	2	DMG
DMG1_3	SERPINA11	2	DMG
DMG1_3	PCSK1	2	DMG
DMG1_3	CIITA	2	DMG
DMG1_3	CD163	2	DMG
DMG1_3	FIBCD1	2	DMG
DMG1_3	STC1	2	DMG
DMG1_3	FRMD3	2	DMG
DMG1_3	CCL2	2	DMG
DMG1_3	GEM	2	DMG
DMG1_3	RGS16	2	DMG
DMG1_3	GDF15	2	DMG
DMG1_3	FPR1	2	DMG
DMG1_3	PTX3	2	DMG
DMG1_3	COL8A1	2	DMG
DMG1_3	CCN1	2	DMG
DMG1_3	CXCL14	2	DMG
DMG1_3	RASSF5	2	DMG
DMG1_3	AC096537.1	2	DMG
DMG1_3	FCGR1B	2	DMG
DMG1_3	ZMAT4	2	DMG
DMG1_3	MAFF	2	DMG
DMG1_3	MCHR1	2	DMG
DMG1_3	SLC22A4	2	DMG
DMG1_3	BCL3	2	DMG
DMG1_3	TCIM	2	DMG
DMG1_3	KIAA0040	2	DMG
DMG1_3	LIF	2	DMG
DMG1_3	RAC2	2	DMG
DMG1_3	PLVAP	2	DMG
DMG1_3	EGR1	2	DMG
DMG1_3	ZFP36	2	DMG
DMG1_3	MSC	2	DMG
DMG1_3	VASN	2	DMG
DMG1_5	NPPA	1	DMG
DMG1_5	RLBP1	1	DMG
DMG1_5	FXYD7	1	DMG
DMG1_5	UBE2C	1	DMG
DMG1_5	TMSB15A	1	DMG
DMG1_5	BIRC5	1	DMG
DMG1_5	AC138409.3	1	DMG
DMG1_5	MDFI	1	DMG
DMG1_5	FCRLA	1	DMG
DMG1_5	NANOS1	1	DMG
DMG1_5	AC132217.1	1	DMG
DMG1_5	FANCI	1	DMG
DMG1_5	CDCA3	1	DMG
DMG1_5	THSD4	1	DMG
DMG1_5	KIF21B	1	DMG
DMG1_5	GRB14	1	DMG
DMG1_5	TROAP	1	DMG
DMG1_5	SAPCD2	1	DMG
DMG1_5	CENPA	1	DMG
DMG1_5	CDC20	1	DMG
DMG1_5	ALPL	1	DMG
DMG1_5	AC108134.2	1	DMG
DMG1_5	INAVA	1	DMG
DMG1_5	KIF11	1	DMG
DMG1_5	PIK3CD-AS2	1	DMG
DMG1_5	KIF2C	1	DMG
DMG1_5	ATP2A1-AS1	1	DMG
DMG1_5	PLAAT1	1	DMG
DMG1_5	ARHGAP11A	1	DMG
DMG1_5	MGP	1	DMG
DMG1_9	RAB42	2	DMG
DMG1_9	CXCL8	2	DMG
DMG1_9	C15orf48	2	DMG
DMG1_9	SMIM25	2	DMG
DMG1_9	IL4I1	2	DMG
DMG1_9	IL1RN	2	DMG
DMG1_9	PLIN2	2	DMG
DMG1_9	BCL2A1	2	DMG
DMG1_9	OTOA	2	DMG
DMG1_9	CD300A	2	DMG
DMG1_9	RGS14	2	DMG
DMG1_9	MT1H	2	DMG
DMG1_9	CYP19A1	2	DMG
DMG1_9	ADM2	2	DMG
DMG1_9	HSPA6	2	DMG
DMG1_9	CD52	2	DMG
DMG1_9	CCL3L1	2	DMG
DMG1_9	SIGLEC7	2	DMG
DMG1_9	AP002852.1	2	DMG
DMG1_9	ADAM8	2	DMG
DMG1_9	ITIH1	2	DMG
DMG1_9	CCL3	2	DMG
DMG1_9	VMO1	2	DMG
DMG1_9	LOX	2	DMG
DMG1_9	CXCL3	2	DMG
DMG1_9	FBP1	2	DMG
DMG1_9	SERPINE1	2	DMG
DMG1_9	NCF2	2	DMG
DMG1_9	SPAG4	2	DMG
DMG1_9	MT1G	2	DMG
DMG1_9	FCGR2B	2	DMG
DMG1_9	CLEC5A	2	DMG
DMG2_0	FAM106A	1	DMG
DMG2_0	CSAD	1	DMG
DMG2_0	MIAT	1	DMG
DMG2_0	UNC80	1	DMG
DMG2_0	ZNF662	1	DMG
DMG2_0	AGAP4	1	DMG
DMG2_0	CPT1B	1	DMG
DMG2_0	GOLGA6L9	1	DMG
DMG2_0	PPFIA2	1	DMG
DMG2_0	LINC01089	1	DMG
DMG2_0	PURG	1	DMG
DMG2_0	KCNH8	1	DMG
DMG2_0	ATF6B	1	DMG
DMG2_0	TRMT13	1	DMG
DMG2_0	SLC35E2A	1	DMG
DMG2_0	ZNF404	1	DMG
DMG2_0	ZNF789	1	DMG
DMG2_0	GPC2	1	DMG
DMG2_0	IGFN1	1	DMG
DMG2_0	AC006058.1	1	DMG
DMG2_0	AC110285.2	1	DMG
DMG2_0	CENPJ	1	DMG
DMG2_0	DEPDC5	1	DMG
DMG2_0	HEPN1	1	DMG
DMG2_0	MIR503HG	1	DMG
DMG2_0	NBPF26	1	DMG
DMG2_0	MIR124-2HG	1	DMG
DMG2_0	TBC1D2	1	DMG
DMG2_0	AC104964.4	1	DMG
DMG2_0	GDNF-AS1	1	DMG
DMG2_0	CLEC2D	1	DMG
DMG2_0	DHODH	1	DMG
DMG2_0	KLRC2	1	DMG
DMG2_0	ZNF497	1	DMG
DMG2_0	AGER	1	DMG
DMG2_0	TEPSIN	1	DMG
DMG2_0	USP43	1	DMG
DMG2_0	SLC25A27	1	DMG
DMG2_0	AC013391.3	1	DMG
DMG2_0	FBN3	1	DMG
DMG2_0	MYO19	1	DMG
DMG2_0	PARD3B	1	DMG
DMG2_0	ZNF10	1	DMG
DMG2_0	ACSL4	1	DMG
DMG2_0	DDX25	1	DMG
